image_name,extracted_text
0060270727.png,"CIGARETTE REPORT FORM

(1) YEAR COVERED: 1987,
(2) BRAND FAMILY NAME: MALIBU

(3) VARIETY DescRrptron:_ King Size, Filter

(4) PRODUCT LENGTH: King Size

(5) PrLreR:__X NONFILTER:. (check one)
(6) HARD PACK: SOFT PACK: __X (chetk one)
(7) MENTHOL NONMENTHOL: __X (check one)
(8) PACK SIZE soLD:, 20's

(9) *TaR* 16 mg tcorine: 1-3 m9 (ppendix ¢)
(20) VARIETY UNIT SALES: 1,800

(11) VARIETY DOLLAR SALES:___59,791

(12) FIRST SALES DATE: 10/26/87 ___ LAST SALES DATE:

REPORTABLE EXPENDITURES (In Thousands)

(13) CAT-A-EXPENSES:, 34
0

(14) CAT-3-EXPENSES:

(15) CAT-C-EXPENSES: 38

(16) CAT-D-zXxPENSES:

(17) CAT-E-EXPENSES

(18) CAT~P-EXPENSES:

(19) CAT=G-EXPENSES: 1

(20) CAT-H-EXPENSES:

(21) CAT~I-EXPENSES

(22) CAT-J-EXPENSES: 20

(23) CAT-K-EXPENSE,

(24) CAT-L-EXPENSES:,

(25) CAT-M-EXPENSES +, 1

(26) TOTAL REPORTABLE EXPENDITURES FOR VARIETY:___94 _

"
0060302201.png,"RESFARCH COMPLETED OR IN PROGRESS
WHICH HAS POSSIRILIT288 YOR PRESENTATION OR PUBLICATION

Ronald WD DIVISION_snalytical=Rediochemistry

NATURE OF WORK: Total, aldehyde analysis in cigarette mainstream smoke,

PRESENT STATUS OF WORK (Cite progrese reports where appropriate) Techniques worked out.

and reported for pure aldehyde samples; must be adapted for cdgarette mainstrean smoke

‘by further laboratory work

HAS WORK BEEN REFORTED 3N MANUSCRIPY FORM? yes IF $0, GIVE DATE AND TITLE:

MBTH ~ A reagent for analysie of aliphatic eldehydes __ 7/3/67.

OF OVUER PERSONS COLLABORATING IN WORK:__L, We McDowell

FSTINAYE OF TIME NEEDED TO COMPLETE WORK: approximately one month

USTIMATE OF TIME NEEDED TO PREPARE NANUSCRIPT YOR PRESENTATION: Several weeks after completion

OF Worl

ESUIMATE OF TIME NEEDED TO PREPARE MANUSCRIPT FOR PUBLICATION: several weeks after completion
8h aore

SCYERIIFIC MABVING OF CHOICE; none as yet.

SCLENLIFLO JOURNAL OF CHOICE: Tobacco Science

COMMENDS: pone _

OR DIRECTOR

DOES WORK MERIT PUBLEGATION?,

CAN SIMPL BR SPARED YOR COMPLETION?

the nga t tow tet here Liebe SK arte con scl
ws smnkye tae Piyeh hon
CELntg ace

Silo ga

COMMS,

"
0060308251.png,"A.T.Co, Tar & Nicotine Change Fors

ba 7/24/90
. »
brand & Style CARLTON 100""s FHSP
From to
Tax Nicotine —Tar_ Nicotine
(Mg/cigt) (Mg/cigt) (g/cigt) (Ng/cigt) -
3 0.3 2 0.2

NOTE: Use Separate Form For Each Change

"
0060308461.png,"CIGARETTE REPORT FORM

(1) YEAR COVERED: __ 1985

(2) BRAND FAMILY NAME: LUCKY STRIKE

(3) VARIETY DESCRIPTION:

ml

» king size, filter, hard pack

(4) PRobucT LENGT' King

(5) FILTER: _X_ NONFILTER: (check one)

(6) HARD PACKX _ SOFT PACK: (check one)
(7) MENTHOL:

NONMENTHOL: XX (check one)
20's

(8) PACK SIZE SOLD:__

(9) “TART _

_nIcorine: 0.8 mg (Jan. '85 Report)

(20) VARIETY UNIT SALES. 238,282

(11) VARIETY DOLLAR SALES:__ 6,117,778

(12) FIRST SALES DATE: LAST. SALES DATE1__

“REPORTABLE EXPENDITURES

(13) CAT-A~EXPENSES

(14) CAT-B-EXPENSES 1_

(15) CAT-C-EXPENSES

(16) CAT-D-EXPENSES :_
(27) CAT-E-EXPENSES :_
(18) CAT-F-EXPENSES:,

(19) CAT-G-EXPENSES:_

(20) CAT-H-EXPENSES :_

(21) CAT~I-EXPENSES +

91,095

(22) caT-o-EXPENSES1 155/728
416,722

(23) CAT-K-EXPENSES:

(26) TOTAL REPORTABLE EXPENDITURES FOR VARIETY: 2,222,
"
0071032790.png,"rd

To: Files CONFIDENTIAL

PROJECT INITIATION FORM

PROJECT CODE: BIE pare: September 16,

1980

PROJECT NAME:

PROJECT LEADER: E. P. Barbee

work REQuestzp py: ___®: §- Sprinkle, TIT

PROJECT OBJECTIVE! To develop an 83 mm x 24.9 mm cigarette

delivering 1 mg/cigt “tar.” Cigarette to

utilize a filter tip with longitudinal grooves

from the mouth end to the tobacco end in con-

junction with perforated tipping paper.

OTHER PERSONNEL

J. E, Mann, Jr.
ASSIGNED: ann, Je

D. E, Cawthon

Approved by

EPB:ODL

cc: BMC/RMI/EPB

JEM/DEC
PRO/BRS

"
0071032807.png,"e Project Initiation Form

Project Code___CST- Date_November 15, 1968

Project Neve___Charcoal Smoking Tobacco

Project Leader_Mann

Work Requested by_ Marketing

Project Objective A pipe tobacco containing activated charcoal - aust show vapor

phase reduction.

Cot ¢ Dewke
Laptt - Charirale

re)

Other personne] assigned Analytical Section ie doing most of the work on vapor phase.

PDL and John Brooks preparing charocal impregnated RC.

e Estimated Man Hours for Completion,

"
00836244.png,"pol
AMES ASSAY FOR MUTAGENICITY
cowounn —_224-Dihydroxypyridine
source _LOFillard - Organic Chemistry... _OR61-2 orn
care neceneo __9/3/80 vesrty _9/10/80-10/10/8, reo 10/10/80
vesnaaronsy _H2 Ss TORG & A. A. Poole wworesooxnae __BIOT=24
sonsrunes S% lenewnas= =
concannnaron mgnn | 5 2 omen
5 Tvewmuniae a Tao se
wee vse | owe ose | cee oe | ose ise
Pate rove misoxven 4.67 | 8.00 |123.00]135.39 3 nhs. 00 [ |
500 192 3 96
250 1.00] .79 97] af +90] .92 [
125 283 29 285
4 1.20] 8.63 | 1.39] 7.26] 1.80] 27.69
2 6] 4.75 | 1.24] 6.07] .30] 24.13]

conciusion This compound is judged _non-mutagenic in this test system.

Copies to the Following: Dr. H. J. Minnemeyer

Ms. L. B. Gray

"
00836816.png,"‘COMPOUND PHYSICAL PARAMETERS

Clear Colorless liquid

The pl of a 50% concentration of A30 in (52.6% dfoxane/)water was
calculated to be 8.13 at 26°C according to the extrapolation
procedures by Dr. P. D. Schickedantz, Lorillard Research Center
Accession Number 1662, Reference OR 63-81.

(See Sov for Biological Solutions)
Reference OR 100-32

+58 A30 soluble in .5 mL corn of1 at room temperature.

(See SOP for Determination of Solubility of Materials for Acute
Cardiovascular and Respiratory Effects Study in Beagle Dogs)

Reference OR 100-32

2 mg A30 soluble in .5 mf 10% propylene glycol solution at 38°C.
Add 430 to warm (38°C) propylene glycol; add warm water to make
10% propylene glycol solution.

Refrigerate in amber bottle at no more than 68°C.

9Te9E800

Tf on | a=

"
00837285.png,"+ ADDENDUM. IT 24

COMPOUND PHYSICAL PARAMETERS

i 132 11/13/e1 |
nae RT Tuma D wensORe ‘o eeiaaeo
200.29 Owaten omen pons aston
juss 3400 Desse Dear Donen
wmour wear wna 7)
1 WATER ORE 8 wownceD ‘a eccowosmon 0 wownocD 1 cecourosmon
ame 1D wncanceo © wccourosmon 1 unonoeD reccourosmon
a exon 1B wnwmaco 1 occourosmon crane 1 occowrosion
so meovens 0 wrownceo ‘Deccowrcemon 0 wremncco © occourosinon
9 won. D encranoco 1 oecounasmon DB vewmorD 23 pecourosmon
SirET CoMmS SUSGESTED ANON PROTETOAET >
3
8
a
8
D
ei
stone necouuenoatons Conon stomoe ¥srtomsomse Refrigerate
in amber bottle at no
courone sensi 10 more than 8°C
Dan GMAT Quer Quote Dome. _

pH - The pH of a 50% concentration of A32 in a 52.6% dioxane/water
solution was calculated to be 2.92 at 22°C according to the extra~
polation procedures by Dr. P. D. Schickedantz, Lorillard Research
Center Accession No. 1662, Reference OR 83-125.

Solubility (See SOP for Biological Solutions)

Oral - 5g A32 forms a suspension with stirring in 10 ml 1% Tween 80
at room temperature. Reference OR 72-151.

Acute Cardiovascular - Mix 2 mg A32 with 0.2 m1 80% propylene glyco}|
and grind lightly. Add 0.8 ml saline solution. A32 is a suspensio:
in this mixture at room temperature. Reference OR 72-152.

Tame ; oe Ad

"
00838511_00838525.png,"DECISION TREE ESTIMATION OF TOXIC RISK

Paul Schickedantz, Jack Reid 12-4-80

2-lydroxyeye ledodecanone

on
L,

ad AGL

This carbocyclic keto alcohol was placed in estimated toxicity class II
due to the direct attachment of the ketone to the cyclic nucleus.

TESses00

"
00851772_1780.png,"INFORMATION SEARCH SUMMARY
creas pawn 3 cove ot
foo Samy Bell May 27, 1982
Valerian Flutd Extract
pa a
II. (cont'é) “ene

Toxline 1974-
Jan, 1982

Registry of the Toxic Effects of Chemicals to Dec.
1981

r, &
Ap
fe AT
Jan C. Stringflelgy N.L.3.
Literature Chemie}
TIL, SUPPLEMENTAL LITERATURE SEARCH

Chemical Abstracts Vol. 23 - Vol. 65 1929-1966

Arctander's Perfume and Flavor Materials

of Natural Origin (1960)

Guenther's Monographs on Fragrance Raw

Materials (1979)

Tobacco Abstracts 1957-
Dec. 1981

U.S. Dispensatory 23rd editfon (1943)
2
s
&
&
q
8

"
00851879.png,"19

MAY 2 6 1981

ADDENDUM I

DAWSON RESEARCH CORPORATION
Protocol Change Order No. _1

Date 5-13-81

Protocol LRC-SA

Subject Change in the time of the Pre-dose Biomicroscopic Examination

Date 5-13-81 _ Method Verbal-Phone

Authorized by Dr. Connie stone
(Means of communication)

Authorized to Mr. Charles Burns

Estimated cost of the study will be: -

X] increased decreased not affected

Description of change order:

Section 111. A. 24 paragraph - the first sentence is to be changed to read
as follows:
twenty-four to 30 hours prior to dosing, both eyes of each rabbit will
be examined by an experienced investigator using a slit lamp
biomicroscope.
The change was made so the protocol more closely conforms with the proposed
regulations as stated in the Federal Register, Vol. 44, No. 145,
772,112-24 Primary Eye Irritation study.

6LSTS800

Study Director Signature

Sponge Signature
"
00860012_00860014.png,"PROJECT SHEET HAZLETON eA AS UNS

LABORATORIES AMERICA, INC. vee

December 13, 1983 642-149

DATE ISSUED. PROJECT NO..
STUDY THTLE & PROPOSAL MOMOER ‘FROIECT COORDINATOR D— Serwea
14-Day Single Dose Subacute Toxicity Study stonarne:

TEST HATERTAL(S) ToT 0-3) RECEIPT DATE(S) TH-HOPBER(S)

3212

Bi21 11/18/83 21,017

‘PERFORMING DEPARTMENTS (4 COPIES EACH DIRECTOR)

‘ORIGINAL SIGNED PROJECT SHEETS TO PSO
‘Acute/Dermal Toxicology ~

EXXED DISTRIBUTION: (1. COPY TO EACH)
In. OF LIFE SCIENCES: Uns ANIMAL MEDICINE
HEALTH SERVICES QUALITY ASSURANCE

PROTECTIVE PRECAUTIONS REQUIRED?

COMPOUND PREP (TOX)

3 comounn
SCIENTIFIC RES OX ponsor
Eemuosive —_____carctnocen (asnay
FOLLOW GEPARTPENT AND com
rusmusue canctocen (orieny — —___ | S424 Run anne)
smoroncrive —— Fromaz cowrrions
‘PHYSICAL DESCRIPTION: Cistone iw onan Doessicaton
‘souro —X% —_———_ | Dirernictnaton 8°C Orneezen
Lrquio —__ Brown ___couor (CoRoom TemPeRaTunE Cornea.
ressuntze0 Ciseecinc mstaucrions wniue o0sine

CAPERIMENTAL PROCEDURES to be performed in Acute/Dermal Toxicology, building 18.

This project sheet is issued to correct Project Sheet which was issued on
December 6, 1983 to Project Sheet No. 3 instead of 2.

Material Safety Data Sheet is attached to Project Sheet 1.

21009800

"
00865872.png,"COMPOUND PHYSICAL PARAMETERS

B164

Brownish-qray powder

The pH of a 50% concentration of Bl64 in water
was calculated to be 4.82 at 25°

according to the extrapolation procedures by Dr. P. D.
Schickedantz, Lorillard Research Center Accession Number 1662.

Triple dosing is required

B164 is insoluble according to this procedure

Refrigerate in amber glass bottle at no more than 8°C

24859800

PT) shins oat. TP s/e2/53 |

"
00866042.png,"d. Slob

“

PROJECT SHEET HAZLETON = “ecSeSennt

LABORATORIES AMERICA, INC. vee

DATE ISSUED_ Oct. “11, 1983 |PROJECT SHEET NO. 1 PROJECT NO. 642-138

‘STUDY TITLE & PROPOSAL WINGER Bele PROJECT COORDINATOR D— Sermta
SIGNATURE:

Acute Intraperitoneal Toxicity Study in Rats
RECEIPT DATE(s) TH-HUPBER(S)

TEST WATERTAL(S)

8166 9/28/83 20,845

PERFORMING DEPARTMENTS (4 COPIES EACH DIRECTOR)

ORIGINAL STONED PROUEGT SHEETS TO PSO
Acute/Dermal Toxicology

ETXED DISTRIBUTION: (1 COPY TO EACH)

DIA. OF LIFE sciences LAB ANIMAL NEDICINE
WEALTH SERVICES (QUALITY ASSURANCE
‘PROTECTIVE PRECAUTIONS REQUIRED: COMPOUND PREP (TOX) sears
one SCIENTIFIC RES (TOX) Ponsor

BrPLOSIVE
FLAMMABLE
RADIOACTIVE

CARCINOGEN (OSHA)
CARCINOGEN (OTHER)

FOLLOW DEPARTPENT AND COMPAR
SRPETY MANUALS @

il

‘STORAGE CONDITIONS

PHISTCAL DESCRIPTION: stone im oaax Doessicaron
souro GDrerarceraron 8°C Oraeezen
uquio Golorless coor Glhoow temperature Corner
PRessuRZe0 Bisrecut nstaucrions waive oosing

EAPERIVENTAL PROCEDURES to performed in Acute/Dermal Toxicology, building 18.

The protocol for this study is attached.
The protocol was approved in sponsor letter of June 6, 1983.
The anticipated initiation date of this study is October 1983.

The anticipated completion date of this study is November 1983.

wero, >
REVISED 1

"
00920222.png,"VENOOR

DD urciasina
Oi stationany

PURCHASE REQUISITION
PLEASE INCLUDE ONLY ONE TYPE OF MATERIAL ON THIS REQUISITION
FOR PURCHASING DEPARTMENT USE ONLY
Borriston Laboratories, Inc., 5050 Beech Place Temple Hills, MD 20748

420 English Street
———

Greensboro, NC

vers NET 15 row, N/A wa N/A
“SHIP TO (OEPT. BRANCH) DATE WANTED
Lorillard Research Center Attn: _Dr. Connie Stone As required

27405

QUANTITY

coe]

DESCRIPTION UNIT PRICE

This is your futhorization to perform the “Acute Oral Toxicity Study in the Rat""

tests on matefials D13 and D23 supplied by Lorillard.

The fixed pribe for each

test_is $2050

for each material, for a total price of $4100.

Studie are to be

conducted in gecordance

with the October 17, 1980 formal agreement. theveen

Borriston and |Lorillard.

All work is to be coordinated with our Dr.| Connie Stone

(919) 373-666:

-

ooszoz22. *
FOLLOW UP DATE REQUISITION NO. IssuED BY
‘BUDGET NO. ‘ACCT. NO. ‘APPROVED BY

"
00920294.png,"RJR Mailfile Table Update Sheet
‘Alert Number 970220
To: RJRIR - SuzvArt
From: Drew Huyett
Date: 3707

Program Group 102-Edlipse
System ‘Corp/Multibrand

Mailfile ID:___ 3,984 Maailfile Description Mail Order - Indy Responders
(omnaetiyI Dataset Name
rr

Program #: 700418

BRC Codes w81-carton order form

T Codes NA

1 HD home delivery
23° ‘sneak preview
3
4
5
6
7
8
9
10
Notes
is 1s Tor notes
9702201 Maile

Ooe eL9TS
"
00922237.png,"— 0.1524 REV.773 | oare
D rvncnasina PURCHASE REQUISITION trans | On""
TI staTIONARY PLEASE INCLUDE ONLY ONE TYPE OF MATERIAL ON THIE REQUISITION

VERO FOR PORCHASING DEPARTMENT USE ONLY ORDER RO.
Microbiological Associates , 5221-River Rd., Bethesda, MD 20816

‘rev ov Recommenaed Suppor

tenus 15 Net roe N/A via___ N/A
“SHIP'TO (DEPT. BRANCH ‘BATE WANTED
Lorillard Research Center Attn: Dr. Harry Minnemeyer As required

Ps 0. Box 21688, Greensboro, N.C. 27420

DESCRIPTION

fixed price of |$19,750. Tests will be performed in accordance with the

December 21, ai formal agreenent between Microbiological Associates| and
Lorillard. Al] work is. to be coordinated with our Dr. Harry Minneneypr

[ 19) 373-6603] |
|

FOLLOW UP DATE REQUISITION NO. ISSUED BY
00922237

"
01073843.png,"AMES ASSAY FOR MUTAGENICITY

Diethyl_3,3-Dimethyl-2-oxo-1,4-cyclopentanedicarboxylate

coumouno
sounce LOrillard - Organic Chemistry .,.\,.,,, A123 torn. ORS7=13
lonre neceneo, __Unknown_ resteo 3/18/81-4/8/81  geconrep, __ 4/14/81

H. S. Tong & A. A. Poole Bc19-25

lwesriearonsy NoreB00K Puce,

TOMI os SURVIVAL) ” 100 SOLENT: YD oMSO; ©) WATER.
JConcENTRATion gin 025 co onen
ss se | ose se | ise tise oss ise

BATE 10s m sacveny

9.67 | 14.00 fi18.00 |127.00| 9.00 | 21.00

[coMPoUNO (on) REVERSION RATE _(TEST REVERTANTS:CONTAOL REVERTANTS PEA PLATE)
25 +76 87 265
12.5 2.10} 1.12 | 1.07 +82| 78 271
6.25 +52 88 286

Postie conTao.

ent
} 4.0 72 | 3.07 «98 4.26] 22 | 20.10
2.0 1.24 | 2.86 76] 3.63} 67 | 18.8
Streptozotocin

1.0 6.41 [31.14] 1.60] 3.11)

0.5 2.28 [12.29] 1.08] 1.99

Jconc.usion This compound is judged non-mutagenic in this test system.

Copies to the following: H. J, Minnemeyer
L. B. Gray

- —_|

TORLLARD REGEARGN CENTER

EpSeL.0to
"
01122115.png,"P. LORILLARD CO.
SQC-21 (Revised 5/9/61)
Supplier LE

Bale No. =
White

Color
Total Denier as Marked 58,000
Total Denier as Tested

I

% Moisture in Tow

Maker No. Research Division
Type of Rod “pe
Length of Rod 120 mm.

Circ. of Rod 24.7

Mean Draw of Rod

Dry Weight 86.9 gms.
Dry Wt. With Adhesive 93.3 gms.
Wet Weight 99.2 gms.

Complete Weight 99.2 gms.
Remarks:

0.12 (new scale)

RE =339
RESEARCH DIVISION
DATE 11/2/61
% Plasticizer 6.0

Firmness of Rod Good
Quality of Bloom Good

Width of Band Good

Ref. Paper #450

Quan. of Trays Produced _3

Rods per Min. 1067

Tape Speed 400 F.P.M.
F.P.M, Delivery Roller _337.5

F.P.M, No. 1 Roller 477.5
F.P.M, No. 2 Roller 362.5,
Delivery Roller over Tape _.844
No. 1 Roller over Tape ___1.194
Pump Press. Card Roller 120 psig

Pressure on Air Jet 16_psig

* Special Plasticizer - 1 part LG-168 - 15 parts Estrobond ""B""

Union Carbide LG-168 additive .38%.

Sample repeated as RE-341 because 2.1/58,000 tow was used

instead of 2.1/42,000 tow.

Date Made 11/3/61
% Moisture in Tobacco =
Type of Maker AMF

Weight Draw

Smoking Results: .922| 1.059 .54 .20

Tobacco Used SPRING
Wt. of Cigarettes/4 oz. -
Type of Tipper

Length of Cigarettes __85

Hauni

Tars Nicotine

20.2 7.6 62.4 1.07 .41 61.7

Production supervised by: Mien Sleuth Len Ue bch »

Dr. C, 0. Jensen-
Mr. R. A. Wagner

Mr. J. Berner

Dr. A. W. Spears

Dbermen—

Research Engineer

STTzZerr
"
01150773_01150774.png,"COVINGTON & BURLING

2.0. BOX 7546
WASHINGTON, D.C. 2447546
(Gem esa4000
LECONFIELD HOUSE _ [BRUSSELS CORRESPONDENT OFFICE
CURZON STREET n ‘4 AVENUE DES ARTS
LONDON WIYEAS ENGLAND ‘TELEXIS7YCOVLING Wt) [BRUSSELS 1040 BELGIUM
‘TELEPHONE. 44714555655, TELEPHONE 3225122990

Date: January 15, 1997

To: Mark Berlind

From: David H. Remes

Room: 803E

Z__Pages (including cover)

Message:

If there is a transmission problem, please call:

(202) 662-6280 Telecommunications
(202) 662-5942 Leslie L. Daniels - Secretary

4 geist ceerestere oNIvang 2 WoLeNtnoD wows

yorzecy90z
"
01191071_1072.png,"MEMORY STORAGE REPORT

""(NOV 12 796 05! 49M)

ceuo>

FILE FILE TYPE OPTION TEL NO. PAGE
233 MEMORY TX SHE @

REMAINING CALL CAPACITY 299

Facsimile Transmission

Legal Department
120 Park Avenue
New York, NY 10017-5592

Date: 11/12/96
Attention: John J. Mulderig c/o Mike Baker
Company: Philip Morris Management Corp.
Fax #: 816/545-7473
Subject: __Fax Received

TLee7AV LOT

"
01197604.png,"DESORIP2ION:

300 mm. ter; 100 ix. sceto:

oS WEI

stillation with acetone

D OF PREPARATION: _Wever revo ed ©

under vanu.n at <5°C.

MOGER OF CIGARETTES SYOXED:

Hoe,

SEXPPED 20:

New Yor#, New York

venber 2,

2 150 gn

February, Li¢

re content of tar .48% as determined by near infrered

spectroscopy.

u/fe

POSLETTO
"
01408099_01408101.png,"PROJECT STATUS REPORT

CONFIDENTIAL

pare_March 1, 1978

SECTIONS. REVISED.

REVISION #

A. PROJECT name_True 100's (R&M)  proggcr g _N-306 ;
PROJECT LEADER Willians/Giordano TOTAL BUDGET. a
GENERAL PROJECT DESCRIPTION True 100's, Regular and Wenthol tar.
reduction to the range of 810mg: tar. Variations to be? I] Sane Cases
characteristics as current True 00'S product and; 2) Taste characterist=

ics si Grue King Size, Siig, tar product.

ESFINATED TARGET REVISED

DATE ~ ORIGINAL, TARGET DATE

COMMENTS

B. MARKETING

SIZE OF TARGET MARKET YEAR YEAR «YEAR =—s-YEAR YEAR

(BY BRAND OR COMPANY) __ONE THO THREE _ FOUR _ FIVE
unrrs
unrTs
units

SALES OBJECTIVE UNITS

ESTIMATED PAYBACK PERIOD.

COMMENTS

AJOR-HRT,AND RT. ORTGINAL ¥— REVISED

RESEARCH STEPS COMPLETION DATE COMPLETION DATE

In=hone_placenent Tet ger. ""79 Se eT TON ATE

¥ EXPLANATION OF
. CHANGE,

"
11508234.png,"RL TION

(DOMESTIC)
(Recommended Proposal Attached)
Dates March 3, 1993 No. | 1995-483
Description: | LUCKY STRIKE QUALITATIVE ADVERTISING RESEARCH - GATEWAY
CITIES
Requested by: | AA. Strobel Research Reg. Attached: [Ves | _X [No
Budgeted: Yes No |x
Original Budgeted Amount: 30
‘Competitive Proposals Obtained: Only two bidders because third supplier has not yet signed B&W
contract
Cost per
Supplier Cost ($)__| Est. Travel | Total Cost__| Interview.
‘Analytic Tsight, In. 27,000 2,300 29,500
‘Goldfarb Consultants 29,216 2,500 31,716
Projected: ‘Summary of MRD Budget 1995
Internal Init. Date 313 ‘Total Area Authorized: 500,000
Field Start Current Balance Available 382,575
Wave(s) 3095
This Change: 25300
(From Current Budget)
Field Complete
Wavels) 375195 | This amount: a
(From Nest Year's Budget)
Final Report Due ‘New Balance: 355075
(Supplier Rpt.)
‘Wave(s) 35 ‘Committed to Date: 146925
(Current Year)
Project Type: | Qualitative Research
Sample Size: (Product Test, ARU, et2)
Recommended Suppl ‘Analytic Insight, Ine
Reason(s) for Recommendation: Towest Bid
Submitted By: Ginele
‘Analy
Approved By:
sDMigr Con. Res. (10 $100,000)
Approved By: Date:
Dir EMU Res. (0 $250,000)
‘Approved By: tt Lo Dates 3/3/2S—
Senior, VP Marketing (10 $1,000,000)
Budget Checks uke Alyse Date:
Vieki Cla
Original: Projet File
eH Williams
seo 466840246

4668402
PRODUCED FROM B&W WEB SITE

"
11875011.png,"BROWN & WILLIAMSON TOBACCO CORPORATION

UEST FOR!
(QUALITATIVE RESEARCH)
PROJECT NUMBER: _1995-13D
B&W ORIGINATOR: _H.L. Williams
TO: Goldfarb Consultants

INSTRUCTIONS:
1. THE FOLLOWING DOCUMENT IS DIVIDED INTO TWO SECTIONS.

SECTION ONE CONTAINS THE PROJECT DESCRIPTION AND
SPECIFICATIONS FROM B&W. ALL BIDS SHOULD BE BASED
(ON THE SPECIFICATIONS IN THIS DOCUMENT.

SECTION TWO SHOULD BE COMPLETED BY THE RESEARCH
AGENCY AND RETURNED BY FAX TO THE FOLLOWING PERSON:

HAROLD WILLIAMS

BROWN & WILLIAMSON TOBACCO CORPORATION
LOUISVILLE, KENTUCKY

USA.

FAX NUMBERS: (502) 568-7313 or (502) 568-8319

2. INORDER TO ALLOW US TO COMPARE BIDS, WE REQUEST THAT
YOU SUBMIT A BID FOR THE RESEARCH AS SPECIFIED IN SECTION
ONE.

SUGGESTIONS @ypadl-TERNATIVE DESIGNS FROM THE AGENCY
ARE WELCOME, HOWEVER, THESE SHOULD BE SUBMITTED AS
SEPARATE DOCUMENTS APPENDED TO THIS BID FORM.

3. IF YOU HAVE ANY QUESTIONS, PLEASE CONTACT THE FOLLOWING
PERSON: .
HAROLD WILLIAMS
BROWN & WILLIAMSON TOBACCO CORPORATION
LOUISVILLE, KENTUCKY
USA.
FAX NUMBERS: (502) 568-7313 or (502) 568-8319

OTHER INFORMATIO!

DATE REQUESTED: 1-23-95
DEADLINE FOR BID RECEIPT: “1-26-95 _ 9:00 AMEST

465658104

PRODUCED FROM B&W WEB SITE
"
12052385.png,"KOOL
(0595-529-1510-0

DESCRIPTION: KMDP ANALYSIS UTILIZING BLACK SWITCHING STUDY DATA,
MR PERSONNEL: CB, Pugh
SUPPLIER: Market Facts.

AUTHORIZED cost: 12,500 (10-15-87)

Al RTO 1988

RELEASED PAID OUT OF
To_accTG 987 BUDGET CUMULATIVE
JAN
ww
466024372

PRODUCED FROM B&W WEB SITE

466024372
"
12603270.png,"681925993

GHANGE OF AUTHORIZED cost
June 21, 1985 ae #5

Brand Name: _RICHLAND 100°s

Dat.

Description: Amelia 100°s Candidates: (NMCFT and NM-Lights)

Supplier: _Market Facts, Ince

Previous § Commitments This Project $_58,500

Amt. of Change: Increase __(Tecrease _K)$~58,500 (100% change)

Adjusted Total Gost of Project: $__-0-

Res

PROJECT CANCELLED

Projected: Summary of Research Budget ges

Field Start CANCELLED ‘Total Area Budget: 3,669, 000
Field Complete Current Balance Available: 252,955
Final Report Due This Change: +58, 500

(From Current Budget)

This Amount 0
(From Next Year""s Budget)

New Balance: 311,455
comaitted To Date: 3,357,545

<>

Approved By CAs Q

To. Wiphele
Approved By: ss
Tre, Greely

Approved By:

Date é/ab/P.
ome _lofzisl
vate bE

Submitted Bf

iS. Wellman
Approved By: Date

original ~~ Project File
av

cet S$. Willinger Project No. __1985-39NP
Research Group Manager —
Bonnie Fuller Account Name_ PRODUCT TESTING
V. Hansberry (If International)
/otg:5 £00017 681925993

PRODUCED FROM B&W WEB SITE

"
12825369.png,". LAURENCE, CHARLES, FREE & LAWSON, INC.
BULLETIN ADVERTISING—-INSPECTION REPORT

market Lakeland Metra Market prano Misty
popuLaTion 400,400 ScHEDULe 2/20 & 3/20 uve oares/23/91
OPERATOR. The Lamar Corp. FULL INSPECTION SPOT CHECK.
NUMBER VIEWED
TYPE OF DISPLAY
PERMANENT
outer [] wa rotary [Z]
LOCATION See attached list NO. OF ROTARIES: 8 RB
Errecrwe cmcuarion 240,900 ErrecrvecmcuLaTion 218,499

DESIGN ON DISPLAY: (Condition And Rendition of Copy)

COMMENTS: (Description of Location or Rotary Plan, Brand Category Competition)

This is a comparatively easy market to cover. It is less than an hour from Tampa
airport. Our bulletins are on every major arterial and in all quadrants of the area.
No changes were made. Some minor on-premise blocking and trees were noted, but not
deemed serious enough for correction.

The only other tobacco in the market was a standing 6 Panel RJR buy currently showing
Camel.

(COMMENTS ON PLANT: (Condition, Structures, Painting Abilty, Lighting, Cooperation, etc.)

The plant is well maintained and covers all parts of the market. Lamar looks like a
good citizen here, keeping a good-looking operation. doing public service, and
carrying a lot of local advertisers.

‘)

INSPECTION BY

pone use

70518461
PRODUCED FROM B&W WEB SITE
"
